text,claim,binary-claim
"Finally, Jacobson said, carbon particles released from burning biomass settle on snow and ice, contributing to further warming.",0_0,0
"And maybe while we're exchanging ideas with China about jointly addressing any climatological weapon of mass destruction threat, they can give us a hand with some other global dangers as well. China's assistance in arresting WMD terrorism threats posed by Iran, North Korea, and Syria immediately come to mind as examples of climate changes in global security cooperation we can all wish for.",0_0,0
"Four years ago, Obama's PIC mostly matched his reformer rhetoric: He barred corporate money and capped contributions at $50,000. George W. Bush and Bill Clinton both took large corporate contributions for their PICs.",0_0,0
L1753 0.9 H1220 5.8 H1258 5.9 H1335 6.0 H1413 6.1 H1453 6.2 H1533 6.2,0_0,0
"Hail, bounteous May, that doth inspire mirth",0_0,0
"Had he wished to be objective, he would have pointed out that the polar bear population has not been falling, but rising.",3_2,1
"This is an opinion about opinions of experts who use models that we know cant predict temperatures. Not only is this fact already piled three layers of nonsense deep, the most abjectly stupid point is the fourth layer, the pretense that these models might , in their wildest dreams, be able to predict rainfall which is an order of magnitude harder than just predicting global temperature. Predicting bushfires is dependent on knowing not just total rainfall in one region, but how that rainfall is spread throughout the year. Not to mention that bushfires depend on wind speed, wind direction, land-use (fuel load), and humidity.",5_1,1
UC Riverside-led study points to an ancient oxygen-free and hydrogen sulfide-rich ocean that may foreshadow our future,0_0,0
Search and rescue of passenger vessel trapped in ice underway,0_0,0
"I found this comment from a reader who calls him(her)self wordsmith, posted under my Contact sidebar. Because its Christmas Eve and things are a little hectic, I thought maybe some readers could give me a hand and help out this poor warmist. Heres his(her) comment:",0_0,0
Yet another reason that climate change may be more complicated than you think,0_0,0
"Obama's added 553 million acres worth of national monuments during his time in office, more than any other U.S. president. Most of these designations have put federal waters under increased protection, according to the Post.",0_0,0
"So the Congressman had asked me to write proving my result, and I had done so by preparing the second graph, from Tom Karl's own NCDC (it was labeled as such), which had also showed a pronounced downtrend in global temperatures.",0_0,0
"Washington Post columnist Robert Samuelson strongly criticized the lawsuit recently launched by eight state Attorneys General against several electricity generators for creating a ""public nuisance"" by contributing to global warming (Aug. 11).",0_0,0
"Now, if I take HadCRUT4 back to the beginning of 1997, I get this...",0_0,0
"Drought and forest fires happen. We have no reason to think that we can do anything to prevent the former, but we know that can do a lot about preventing and controlling the latter if only the environmentalists will let us.",0_0,0
"""Snowmageddon"" threatens Massachusetts global warming forum",1_3,1
"In their determination to reduce GHG emissions in the near term rather than the long term, climate campaigners could have achieved a vastly better result with less cost and little bureaucracy through a simple, revenue-neutral $15-per-ton carbon tax. But perhaps the creation of a vast energy bureaucracy is really the main point of the exercise. After all, a $15 carbon tax will only generate, according to several models, about a 10 percent decrease in CO2 emissions by 2020, which is more than Waxman-Markey will deliver. But it will still be far short of the goal the climate campaigners seek of an 83 percent reduction by 2050, implying that future carbon taxes would have to be much higher. But this also points to the inevitability of turning our policy attention to measures other than carbon suppression, such as geoengineering or ""air capture""that is, technical methods of removing carbon content from the air.",0_0,0
